url,change,changeDescription,multipleCompulsory,department,id,grade,class,name,credit,yearSemester,compulsory,restrict,select,selected,remaining,teacher,room,classTime,description,tags,english
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES219&Crsname=X光與電子繞射,,,False,材光系,MOES219,2,不分班,"X光與電子繞射
X-RAY AND ELECTRON DIFFRACTION",3,期,True,60,0,0,60,王映樵,"二2,3,4(工MS 4022)","['', '234', '', '', '', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES219A&Crsname=X光與電子繞射,,,False,材光系,MOES219A,2,全英班,"X光與電子繞射
X-RAY AND ELECTRON DIFFRACTION",3,期,True,50,0,0,50,待聘,"二2,3,4(工MS 4023)","['', '234', '', '', '', '', '']",《講授類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES233&Crsname=有機化學（二）,,,False,材光系,MOES233,2,不分班,"有機化學（二）
ORGANIC CHEMISTRY (II）",3,期,False,60,0,0,60,曼哈迪,"四8,6,7(工MS 4023)","['', '', '', '678', '', '', '']",《講授類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES304&Crsname=材料與光電實驗（二）,,,True,材光系,MOES304,3,不分班,"材料與光電實驗（二）
EXPERIMENTS ON MATERIALS CHARACTERIZATION AND OPTOELECTRONICS（II）",2,期,True,30,0,0,30,"葉昀昇,蔡宗鳴,蘇威宏,郭哲男","四8,9,6,7(工MS 4025)(實驗)","['', '', '', '6789', '', '', '']","《實驗類》
限學號 B123100002~B123100012、B123100015~B123100019、B123100021~B123100026、B123021018 、B125025012 、B125040003、B123100027~B123100029學生選課",[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES304A&Crsname=材料與光電實驗（二）,,,True,材光系,MOES304A,3,全英班,"材料與光電實驗（二）
EXPERIMENTS ON MATERIALS CHARACTERIZATION AND OPTOELECTRONICS（II）",2,期,True,30,0,0,30,"蔡宗鳴,蔣酉旺,蘇威宏,邱政維","五8,9,6,7(工MS 4025)(實驗)","['', '', '', '', '6789', '', '']","《實驗類》
限學號 B123105001~B123105002、B123105004~B123105021、B123105024~B123105027 學生選課",[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES311&Crsname=光電工程（一）,異動,更換時間1/7,False,材光系,MOES311,3,不分班,"光電工程（一）
OPTOELECTRONIC ENGINEERING(I)",3,期,True,50,0,0,50,蘇威宏,"一8() 二3,4()","['8', '34', '', '', '', '', '']",《講授類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES311A&Crsname=光電工程（一）,異動,更換教室1/7,False,材光系,MOES311A,3,全英班,"光電工程（一）
OPTOELECTRONIC ENGINEERING(I)",3,期,True,50,0,0,50,蘇威宏,"一8() 二3,4()","['8', '34', '', '', '', '', '']",《講授類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES318&Crsname=電子學（二）,,,False,材光系,MOES318,3,不分班,"電子學（二）
ELECTRONICS(II)",3,期,False,60,0,0,60,蔡宗鳴,"四2,3,4(工MS 4022)","['', '', '', '234', '', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES319&Crsname=高分子物理,,,False,材光系,MOES319,3,不分班,"高分子物理
POLYMER PHYSICS",3,期,False,60,0,0,60,葉昀昇,"四2,3,4(工MS 4019)","['', '', '', '234', '', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES333&Crsname=材料機械性質,,,False,材光系,MOES333,3,不分班,"材料機械性質
MECHANICAL BEHAVIOR OF MATERIALS",3,期,False,50,0,0,50,郭哲男,"二8,9,7(工MS 4019)","['', '789', '', '', '', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES334&Crsname=材料與光電專題研究（二）,,,False,材光系,MOES334,3,不分班,"材料與光電專題研究（二）
RESEARCH PROJECT MATERIALS AND OPTOELECTRONIC(II)",1,期,False,60,0,0,60,蔣酉旺,一A() 二A() 三A(),"['A', 'A', 'A', '', '', '', '']",《獨立研究》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES440&Crsname=材料與光電專題研究（四）,,,False,材光系,MOES440,4,不分班,"材料與光電專題研究（四）
RESEARCH PROJECT MATERIALS AND OPTOELECTRONIC(VI)",1,期,False,50,0,0,50,蔣酉旺,一A() 二A() 三A(),"['A', 'A', 'A', '', '', '', '']",《獨立研究》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES446&Crsname=半導體物理與材料,,,False,材光系,MOES446,4,不分班,"半導體物理與材料
SEMICONDUCTOR PHYSICS AND MATERIALS",3,期,False,50,0,0,50,徐瑞鴻,"三2,3,4(工 MS 4019)","['', '', '234', '', '', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES452&Crsname=專題討論,,,False,材光系,MOES452,3,不分班,"專題討論
SEMINAR",2,期,True,50,0,0,50,陳致光,二6(工MS 4019),"['', '6', '', '', '', '', '']",《研討類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES452A&Crsname=專題討論,,,False,材光系,MOES452A,3,全英班,"專題討論
SEMINAR",2,期,True,50,0,0,50,陳致光,二6(工MS 4019),"['', '6', '', '', '', '', '']",《研討類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES454&Crsname=進階固態物理,,,False,材光系,MOES454,3,不分班,"進階固態物理
ADVANCED SOLID STATE PHYSICS",3,期,False,50,0,0,50,李廣輝,"五2(工MS 4022 ) 五3,4(工MS 4022)","['', '', '', '', '234', '', '']",《講授類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=MOES456&Crsname=材料顯微分析實驗,,,False,材光系,MOES456,4,不分班,"材料顯微分析實驗
EXPERIMENTS OF MATERIAL MICROANALYSIS",2,期,False,30,0,0,30,"張六文,李廣輝,王致傑,蔣酉旺,邱政維,郭哲男,郭紹偉","一2,3,4,B(工 MS 4023)(實驗)","['234B', '', '', '', '', '', '']",《實驗類》,[],False
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=CSE1005&Crsname=數位電子學,,,False,資工全英班,CSE1005,1,全英班,"數位電子學
DIGITAL ELECTRONICS",3,期,True,50,0,0,50,郭可驥,"二5,6,7(工EC 1006)","['', '567', '', '', '', '', '']",《講授類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=CSE2002&Crsname=資料結構,,,False,資工全英班,CSE2002,1,全英班,"資料結構
DATA STRUCTURES",3,期,True,50,0,0,50,李淑敏,"三5,6,7(工EC 1006)","['', '', '567', '', '', '', '']",《講授類》,[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=CSE2004&Crsname=計算機組織,,,False,資工全英班,CSE2004,2,全英班,"計算機組織
COMPUTER ORGANIZATION",3,期,True,50,0,0,50,黃英哲,"二2,3,4(工EC 9032)","['', '234', '', '', '', '', '']",《講授類》,[],True
